doi,label,person
10.1186/s42358-019-0106-4,Not Neotoma,0000-0002-2700-4605
10.1016/j.arth.2019.11.037,Not Neotoma,0000-0002-2700-4605
10.1097/TP.0000000000003088,Not Neotoma,0000-0002-2700-4605
10.1177/2331216519885568,Not Neotoma,0000-0002-2700-4605
10.1016/j.comppsych.2019.152152,Not Neotoma,0000-0002-2700-4605
10.1038/s41467-019-13380-2,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0224241,Not Neotoma,0000-0002-2700-4605
10.1002/evan.21802,Not Neotoma,0000-0002-2700-4605
10.1016/j.purol.2019.08.262,Not Neotoma,0000-0002-2700-4605
10.1093/ajcn/nqz227,Not Neotoma,0000-0002-2700-4605
10.1097/MD.0000000000017057,Not Neotoma,0000-0002-2700-4605
10.1161/JAHA.119.013088,Not Neotoma,0000-0002-2700-4605
10.1094/MPMI-06-19-0152-FI,Not Neotoma,0000-0002-2700-4605
10.5152/tjg.2019.18799,Not Neotoma,0000-0002-2700-4605
10.4103/jfmpc.jfmpc_33_19,Not Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2019.03.015,Not Neotoma,0000-0002-2700-4605
10.1016/j.jpedsurg.2019.05.012,Not Neotoma,0000-0002-2700-4605
10.1089/end.2019.0245,Not Neotoma,0000-0002-2700-4605
10.1016/j.acuro.2019.02.001,Not Neotoma,0000-0002-2700-4605
,Not Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2019.01.004,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0215575,Not Neotoma,0000-0002-2700-4605
10.1007/s00345-019-02748-0,Not Neotoma,0000-0002-2700-4605
10.1111/bju.14765,Not Neotoma,0000-0002-2700-4605
10.1016/j.jviscsurg.2019.02.006,Not Neotoma,0000-0002-2700-4605
10.1177/1557988319839589,Not Neotoma,0000-0002-2700-4605
10.1016/j.ogla.2018.08.004,Not Neotoma,0000-0002-2700-4605
10.1136/ijgc-2019-000215,Not Neotoma,0000-0002-2700-4605
10.1139/apnm-2018-0683,Not Neotoma,0000-0002-2700-4605
10.1182/blood-2018-10-881961,Not Neotoma,0000-0002-2700-4605
,Not Neotoma,0000-0002-2700-4605
10.12688/f1000research.16492.1,Not Neotoma,0000-0002-2700-4605
10.1007/s10995-018-2659-y,Not Neotoma,0000-0002-2700-4605
10.1016/j.mayocp.2018.09.016,Not Neotoma,0000-0002-2700-4605
10.1111/trf.14998,Not Neotoma,0000-0002-2700-4605
10.1016/j.thorsurg.2018.09.002,Not Neotoma,0000-0002-2700-4605
10.1016/j.ijpp.2018.10.008,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0205646,Not Neotoma,0000-0002-2700-4605
10.1155/2018/6282687,Not Neotoma,0000-0002-2700-4605
10.1016/j.purol.2018.06.006,Not Neotoma,0000-0002-2700-4605
10.1080/02699052.2018.1519598,Not Neotoma,0000-0002-2700-4605
10.1016/j.heares.2018.08.001,Not Neotoma,0000-0002-2700-4605
10.4436/JASS.96005,Not Neotoma,0000-0002-2700-4605
10.1098/rspb.2018.0977,Not Neotoma,0000-0002-2700-4605
10.30802/AALAS-CM-18-000005,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.1800851115,Not Neotoma,0000-0002-2700-4605
10.1080/14767058.2018.1478958,Not Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2018.03.005,Not Neotoma,0000-0002-2700-4605
,Not Neotoma,0000-0002-2700-4605
10.2166/wh.2018.261,Not Neotoma,0000-0002-2700-4605
10.1016/j.urology.2018.03.045,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-018-23541-w,Not Neotoma,0000-0002-2700-4605
10.1038/d41586-018-03244-y,Not Neotoma,0000-0002-2700-4605
10.1016/j.acuro.2017.12.004,Not Neotoma,0000-0002-2700-4605
10.1089/end.2018.0002,Not Neotoma,0000-0002-2700-4605
10.1038/d41586-018-03244-y,Not Neotoma,0000-0002-2700-4605
10.5694/mja17.00858,Not Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2017.11.011,Not Neotoma,0000-0002-2700-4605
10.1080/21681805.2018.1437770,Not Neotoma,0000-0002-2700-4605
10.5173/ceju.2017.1533,Not Neotoma,0000-0002-2700-4605
10.1007/s00345-018-2184-z,Not Neotoma,0000-0002-2700-4605
10.1017/S1478951517001183,Not Neotoma,0000-0002-2700-4605
,Not Neotoma,0000-0002-2700-4605
10.1097/PSY.0000000000000506,Not Neotoma,0000-0002-2700-4605
10.1016/j.ahj.2017.09.012,Not Neotoma,0000-0002-2700-4605
10.1016/j.tracli.2017.11.002,Not Neotoma,0000-0002-2700-4605
10.4103/0970-258X.218671,Not Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2017.07.018,Not Neotoma,0000-0002-2700-4605
10.14989/ActaUrolJap_63_9_359,Not Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2017.07.002,Not Neotoma,0000-0002-2700-4605
10.1002/ajpa.23292,Not Neotoma,0000-0002-2700-4605
10.2147/DDDT.S141740,Not Neotoma,0000-0002-2700-4605
10.3184/003685016X14773090197742,Not Neotoma,0000-0002-2700-4605
10.1136/emermed-2016-206572,Not Neotoma,0000-0002-2700-4605
,Not Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2017.05.009,Not Neotoma,0000-0002-2700-4605
10.1002/erv.2526,Not Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2017.04.003,Not Neotoma,0000-0002-2700-4605
,Not Neotoma,0000-0002-2700-4605
10.1097/RLI.0000000000000393,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0177298,Not Neotoma,0000-0002-2700-4605
10.1126/science.add6142,Not Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2023.163936,Not Neotoma,0000-0002-2700-4605
10.1038/d41586-023-01482-3,Not Neotoma,0000-0002-2700-4605
10.1016/j.clindermatol.2023.04.002,Not Neotoma,0000-0002-2700-4605
10.17116/sudmed20236602130,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.2213563120,Not Neotoma,0000-0002-2700-4605
10.1126/science.abq2835,Not Neotoma,0000-0002-2700-4605
10.1038/s42003-023-04723-3,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-023-32165-8,Not Neotoma,0000-0002-2700-4605
10.1016/j.jasrep.2022.103816,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-023-32009-5,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-023-31334-z,Not Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2023.103347,Not Neotoma,0000-0002-2700-4605
10.1038/s42003-023-04681-w,Not Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2023.163017,Not Neotoma,0000-0002-2700-4605
10.1098/rspb.2022.2464,Not Neotoma,0000-0002-2700-4605
10.1098/rsos.230124,Not Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2023.103334,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-023-30706-9,Not Neotoma,0000-0002-2700-4605
10.1162/opmi_a_00064,Not Neotoma,0000-0002-2700-4605
10.1126/sciadv.ade2451,Not Neotoma,0000-0002-2700-4605
10.1016/j.cub.2023.01.064,Not Neotoma,0000-0002-2700-4605
10.3390/ijerph20043651,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0281020,Not Neotoma,0000-0002-2700-4605
10.1002/ajpa.24593,Not Neotoma,0000-0002-2700-4605
10.1002/ajpa.24467,Not Neotoma,0000-0002-2700-4605
10.1002/ajpa.24435,Not Neotoma,0000-0002-2700-4605
10.3390/ani13030385,Not Neotoma,0000-0002-2700-4605
10.1038/d41586-023-00386-6,Not Neotoma,0000-0002-2700-4605
10.1038/d41586-023-00271-2,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0280126,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.2300325120,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-023-29092-z,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0280321,Not Neotoma,0000-0002-2700-4605
10.3389/fpsyg.2022.964658,Not Neotoma,0000-0002-2700-4605
10.3390/plants12020291,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.2209481119,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.2209480119,Not Neotoma,0000-0002-2700-4605
10.1038/s41559-022-01952-3,Not Neotoma,0000-0002-2700-4605
10.1016/j.cub.2022.11.062,Not Neotoma,0000-0002-2700-4605
10.1002/evan.21972,Not Neotoma,0000-0002-2700-4605
10.1038/s41559-022-01933-6,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-022-27321-5,Not Neotoma,0000-0002-2700-4605
10.1007/s00414-022-02929-4,Not Neotoma,0000-0002-2700-4605
10.1111/1556-4029.15184,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-022-25384-y,Not Neotoma,0000-0002-2700-4605
10.1126/sciadv.abq3766,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-022-24753-x,Not Neotoma,0000-0002-2700-4605
10.1016/j.scijus.2022.03.008,Not Neotoma,0000-0002-2700-4605
10.1002/evan.21966,Not Neotoma,0000-0002-2700-4605
10.1038/s41559-022-01910-z,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-022-23227-4,Not Neotoma,0000-0002-2700-4605
10.1098/rstb.2021.0350,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0269348,Not Neotoma,0000-0002-2700-4605
10.1038/s41559-022-01883-z,Not Neotoma,0000-0002-2700-4605
10.7717/peerj.14148,Not Neotoma,0000-0002-2700-4605
10.1016/j.isci.2022.105225,Not Neotoma,0000-0002-2700-4605
10.3390/ani12192577,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0273450,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0274777,Not Neotoma,0000-0002-2700-4605
10.1007/s12520-022-01653-9,Not Neotoma,0000-0002-2700-4605
10.1140/epjp/s13360-022-03305-2,Not Neotoma,0000-0002-2700-4605
10.1007/s12520-022-01676-2,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0274819,Not Neotoma,0000-0002-2700-4605
10.3389/fpls.2022.978147,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0274361,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-022-20200-z,Not Neotoma,0000-0002-2700-4605
10.1038/s41467-022-32716-z,Not Neotoma,0000-0002-2700-4605
10.1038/d41586-022-02269-8,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-022-18940-z,Not Neotoma,0000-0002-2700-4605
10.1002/zoo.21731,Not Neotoma,0000-0002-2700-4605
10.1038/d41586-022-02854-x,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-022-17931-4,Not Neotoma,0000-0002-2700-4605
10.1038/s41559-022-01875-z,Not Neotoma,0000-0002-2700-4605
10.1093/iob/obac031,Not Neotoma,0000-0002-2700-4605
10.1111/age.13256,Not Neotoma,0000-0002-2700-4605
10.1126/science.abq0755,Not Neotoma,0000-0002-2700-4605
10.1038/d41586-022-02246-1,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.2123366119,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-022-18275-9,Not Neotoma,0000-0002-2700-4605
10.1126/sciadv.abn2927,Not Neotoma,0000-0002-2700-4605
10.1016/j.dib.2022.108481,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-022-16745-8,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0271545,Not Neotoma,0000-0002-2700-4605
10.1038/d41586-022-02041-y,Not Neotoma,0000-0002-2700-4605
10.3390/biology11081102,Not Neotoma,0000-0002-2700-4605
10.1007/s00223-022-01004-9,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-022-15174-x,Not Neotoma,0000-0002-2700-4605
10.1126/science.abm6536,Not Neotoma,0000-0002-2700-4605
10.1038/s41586-022-04824-9,Not Neotoma,0000-0002-2700-4605
10.1038/s41597-022-01456-6,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0270295,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-022-15067-z,Not Neotoma,0000-0002-2700-4605
10.1007/s12520-022-01590-7,Not Neotoma,0000-0002-2700-4605
10.1007/s10437-022-09482-w,Not Neotoma,0000-0002-2700-4605
10.1016/j.ygeno.2022.110405,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0265170,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-022-12677-5,Not Neotoma,0000-0002-2700-4605
10.3389/fpls.2022.902534,Not Neotoma,0000-0002-2700-4605
10.1038/s42003-022-03508-4,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-022-12488-8,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0268442,Not Neotoma,0000-0002-2700-4605
10.1111/mec.16554,Not Neotoma,0000-0002-2700-4605
10.1038/d41586-022-01367-x,Not Neotoma,0000-0002-2700-4605
10.1038/s41586-022-04780-4,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-022-12612-8,Not Neotoma,0000-0002-2700-4605
10.1038/s41467-022-30150-9,Not Neotoma,0000-0002-2700-4605
10.1038/s41467-022-30151-8,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0267532,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.2113936119,Not Neotoma,0000-0002-2700-4605
10.1016/j.cell.2022.04.008,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.2201005119,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-022-10473-9,Not Neotoma,0000-0002-2700-4605
10.1038/s41467-022-29818-z,Not Neotoma,0000-0002-2700-4605
10.1016/j.ijpp.2022.04.002,Not Neotoma,0000-0002-2700-4605
10.3390/genes13040563,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pntd.0010312,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.2117556119,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.2120786119,Not Neotoma,0000-0002-2700-4605
10.1038/d41586-022-00974-y,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0264509,Not Neotoma,0000-0002-2700-4605
10.1016/j.dib.2022.108028,Not Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2022.103175,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0265727,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0265329,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.2201496119,Not Neotoma,0000-0002-2700-4605
10.1016/j.dib.2022.108016,Not Neotoma,0000-0002-2700-4605
10.1111/joa.13641,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-022-06223-6,Not Neotoma,0000-0002-2700-4605
10.3389/fpsyg.2021.823499,Not Neotoma,0000-0002-2700-4605
10.3389/fpsyg.2021.787203,Not Neotoma,0000-0002-2700-4605
10.3389/fpsyg.2021.718287,Not Neotoma,0000-0002-2700-4605
10.1002/ajb2.1821,Not Neotoma,0000-0002-2700-4605
10.1038/s41562-021-01272-9,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.2115540119,Not Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2021.103138,Not Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2021.103126,Not Neotoma,0000-0002-2700-4605
10.1038/d41586-021-03799-3,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0261031,Not Neotoma,0000-0002-2700-4605
10.1127/homo/2021/1526,Not Neotoma,0000-0002-2700-4605
10.1186/s12915-021-01193-z,Not Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2021.151972,Not Neotoma,0000-0002-2700-4605
10.1016/j.isci.2021.103352,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-021-01798-y,Not Neotoma,0000-0002-2700-4605
10.1126/sciadv.abi4883,Not Neotoma,0000-0002-2700-4605
10.1016/j.ijpp.2021.10.003,Not Neotoma,0000-0002-2700-4605
10.1097/SCS.0000000000007904,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0259136,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0258161,Not Neotoma,0000-0002-2700-4605
10.1098/rsos.210950,Not Neotoma,0000-0002-2700-4605
10.1016/j.cub.2021.09.059,Not Neotoma,0000-0002-2700-4605
10.7717/peerj.12167,Not Neotoma,0000-0002-2700-4605
10.1080/17585716.2021.1956051,Not Neotoma,0000-0002-2700-4605
10.1016/j.tplants.2021.09.004,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0257710,Not Neotoma,0000-0002-2700-4605
10.1186/s12915-021-01120-2,Not Neotoma,0000-0002-2700-4605
10.1016/j.heliyon.2021.e08011,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.2109243118,Not Neotoma,0000-0002-2700-4605
10.1038/d41586-021-01719-z,Not Neotoma,0000-0002-2700-4605
10.1016/j.chemosphere.2021.131106,Not Neotoma,0000-0002-2700-4605
10.1080/03014460.2021.1942549,Not Neotoma,0000-0002-2700-4605
10.1038/s41597-021-01009-3,Not Neotoma,0000-0002-2700-4605
10.1038/s41586-021-03823-6,Not Neotoma,0000-0002-2700-4605
10.1126/sciadv.abi6941,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0254848,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.2100995118,Not Neotoma,0000-0002-2700-4605
10.1016/j.yhbeh.2021.105020,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0255833,Not Neotoma,0000-0002-2700-4605
,Not Neotoma,0000-0002-2700-4605
10.1021/acs.analchem.1c02063,Not Neotoma,0000-0002-2700-4605
10.1002/evan.21914,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-021-95233-x,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.2021495118,Not Neotoma,0000-0002-2700-4605
10.1186/s13148-021-01136-z,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.2102116118,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.2108537118,Not Neotoma,0000-0002-2700-4605
10.3390/molecules26144259,Not Neotoma,0000-0002-2700-4605
10.1127/homo/2021/1320,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0253921,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.2024802118,Not Neotoma,0000-0002-2700-4605
10.3389/fpsyg.2021.694913,Not Neotoma,0000-0002-2700-4605
10.1016/j.ijpp.2021.06.004,Not Neotoma,0000-0002-2700-4605
10.1186/s12884-021-03906-2,Not Neotoma,0000-0002-2700-4605
10.7717/peerj.11573,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-021-92392-9,Not Neotoma,0000-0002-2700-4605
10.1093/af/vfab010,Not Neotoma,0000-0002-2700-4605
10.1038/s41586-021-03587-z,Not Neotoma,0000-0002-2700-4605
10.1038/s41586-021-03586-0,Not Neotoma,0000-0002-2700-4605
10.1038/s41467-021-23712-w,Not Neotoma,0000-0002-2700-4605
10.1002/ajpa.24342,Not Neotoma,0000-0002-2700-4605
10.1177/10556656211021701,Not Neotoma,0000-0002-2700-4605
10.1016/j.fsigen.2021.102540,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0251341,Not Neotoma,0000-0002-2700-4605
10.3390/molecules26102951,Not Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2021.102985,Not Neotoma,0000-0002-2700-4605
10.1098/rsos.202106,Not Neotoma,0000-0002-2700-4605
10.1016/j.tube.2021.102088,Not Neotoma,0000-0002-2700-4605
10.1016/j.isci.2021.102419,Not Neotoma,0000-0002-2700-4605
10.1098/rstb.2020.0086,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0251551,Not Neotoma,0000-0002-2700-4605
10.1016/j.bonr.2021.101060,Not Neotoma,0000-0002-2700-4605
10.1098/rspb.2020.1864,Not Neotoma,0000-0002-2700-4605
10.1016/j.jemep.2021.100674,Not Neotoma,0000-0002-2700-4605
10.1002/ajpa.24300,Not Neotoma,0000-0002-2700-4605
10.1016/j.ijpp.2021.04.006,Not Neotoma,0000-0002-2700-4605
10.1016/j.cell.2021.03.039,Not Neotoma,0000-0002-2700-4605
10.3390/genes12050636,Not Neotoma,0000-0002-2700-4605
10.3390/foods10040789,Not Neotoma,0000-0002-2700-4605
10.1016/j.cub.2021.03.050,Not Neotoma,0000-0002-2700-4605
10.1038/s41467-021-22208-x,Not Neotoma,0000-0002-2700-4605
10.1016/j.jep.2021.114114,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-021-86100-w,Not Neotoma,0000-0002-2700-4605
10.3390/ani11030910,Not Neotoma,0000-0002-2700-4605
10.1093/molbev/msab078,Not Neotoma,0000-0002-2700-4605
10.1126/sciadv.abe4414,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0248287,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0248169,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-021-85756-8,Not Neotoma,0000-0002-2700-4605
10.1002/oby.23143,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0247973,Not Neotoma,0000-0002-2700-4605
10.1016/j.pmedr.2021.101337,Not Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2021.102965,Not Neotoma,0000-0002-2700-4605
10.1016/j.cub.2020.12.043,Not Neotoma,0000-0002-2700-4605
10.1002/ajpa.24259,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0247283,Not Neotoma,0000-0002-2700-4605
10.1093/biosci/biaa144,Not Neotoma,0000-0002-2700-4605
10.1038/s41467-021-21201-8,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-021-83286-x,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0245516,Not Neotoma,0000-0002-2700-4605
10.1016/j.dib.2021.106793,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0245247,Not Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2020.102939,Not Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2020.102944,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.2015215118,Not Neotoma,0000-0002-2700-4605
10.1016/j.ijpp.2020.11.003,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-021-81757-9,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0245222,Not Neotoma,0000-0002-2700-4605
10.1038/s41559-020-01361-4,Not Neotoma,0000-0002-2700-4605
10.1002/ajpa.24207,Not Neotoma,0000-0002-2700-4605
10.1016/j.archoralbio.2020.104969,Not Neotoma,0000-0002-2700-4605
10.1093/biosci/biaa143,Not Neotoma,0000-0002-2700-4605
10.1186/s12915-020-00931-z,Not Neotoma,0000-0002-2700-4605
10.3389/fgene.2020.615926,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0243619,Not Neotoma,0000-0002-2700-4605
10.1007/s12520-020-01237-5,Not Neotoma,0000-0002-2700-4605
10.4436/JASS.98021,Not Neotoma,0000-0002-2700-4605
10.4436/JASS.98020,Not Neotoma,0000-0002-2700-4605
10.1002/ajpa.24197,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-020-77611-z,Not Neotoma,0000-0002-2700-4605
10.1128/CMR.00044-19,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0243621,Not Neotoma,0000-0002-2700-4605
10.1016/j.scitotenv.2020.143685,Not Neotoma,0000-0002-2700-4605
10.3390/genes11121409,Not Neotoma,0000-0002-2700-4605
10.1098/rstb.2020.0037,Not Neotoma,0000-0002-2700-4605
10.1098/rstb.2019.0711,Not Neotoma,0000-0002-2700-4605
10.1098/rstb.2019.0718,Not Neotoma,0000-0002-2700-4605
10.1098/rsif.2020.0538,Not Neotoma,0000-0002-2700-4605
10.1093/molbev/msaa287,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-020-76924-3,Not Neotoma,0000-0002-2700-4605
10.1093/trstmh/traa134,Not Neotoma,0000-0002-2700-4605
10.1098/rspb.2020.2129,Not Neotoma,0000-0002-2700-4605
10.1111/gcb.15442,Not Neotoma,0000-0002-2700-4605
10.1038/s42003-020-01372-8,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-020-75910-z,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.2004360117,Not Neotoma,0000-0002-2700-4605
10.1016/j.jflm.2020.102074,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-020-75952-3,Not Neotoma,0000-0002-2700-4605
10.1126/science.abc1166,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0240799,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0240481,Not Neotoma,0000-0002-2700-4605
10.1093/hmg/ddaa239,Not Neotoma,0000-0002-2700-4605
10.1016/j.ijpp.2020.10.002,Not Neotoma,0000-0002-2700-4605
10.1016/j.cub.2020.09.051,Not Neotoma,0000-0002-2700-4605
10.1111/joa.13318,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.2016062117,Not Neotoma,0000-0002-2700-4605
10.1093/biosci/biaa082,Not Neotoma,0000-0002-2700-4605
10.1126/science.abb6460,Not Neotoma,0000-0002-2700-4605
10.1016/j.forsciint.2020.110484,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0238866,Not Neotoma,0000-0002-2700-4605
10.1037/hop0000147,Not Neotoma,0000-0002-2700-4605
10.1038/s41467-020-18561-y,Not Neotoma,0000-0002-2700-4605
10.1126/sciadv.abb0030,Not Neotoma,0000-0002-2700-4605
10.1002/ajpa.24142,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-020-71518-5,Not Neotoma,0000-0002-2700-4605
10.1007/s10816-020-09471-w,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-020-70515-y,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0237573,Not Neotoma,0000-0002-2700-4605
10.1038/s41597-020-00611-1,Not Neotoma,0000-0002-2700-4605
10.1080/03014460.2020.1808064,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pbio.3000764,Not Neotoma,0000-0002-2700-4605
10.1038/s41598-020-69385-1,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0236105,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.1922200117,Not Neotoma,0000-0002-2700-4605
10.1126/science.aaw8977,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0235819,Not Neotoma,0000-0002-2700-4605
10.1038/d41586-020-02137-3,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0236165,Not Neotoma,0000-0002-2700-4605
10.1038/s41597-020-00584-1,Not Neotoma,0000-0002-2700-4605
10.1073/pnas.2005965117,Not Neotoma,0000-0002-2700-4605
10.1038/s10038-020-0796-9,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0235226,Not Neotoma,0000-0002-2700-4605
10.1127/homo/2020/1238,Not Neotoma,0000-0002-2700-4605
10.1002/ajpa.24091,Not Neotoma,0000-0002-2700-4605
10.1038/d41586-020-01570-8,Not Neotoma,0000-0002-2700-4605
10.1126/science.368.6497.1299,Not Neotoma,0000-0002-2700-4605
10.1038/s41597-020-0515-6,Not Neotoma,0000-0002-2700-4605
10.1038/d41586-020-01697-8,Not Neotoma,0000-0002-2700-4605
10.1016/j.tree.2020.05.008,Not Neotoma,0000-0002-2700-4605
10.3389/fendo.2020.00325,Not Neotoma,0000-0002-2700-4605
10.3390/jimaging6060045,Not Neotoma,0000-0002-2700-4605
10.1016/j.jhevol.2020.102776,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0233340,Not Neotoma,0000-0002-2700-4605
10.1371/journal.pone.0233307,Not Neotoma,0000-0002-2700-4605
10.1016/j.healthplace.2019.102273,Not Neotoma,0000-0002-2700-4605
10.1038/s41562-020-0895-9,Not Neotoma,0000-0002-2700-4605
10.1016/j.cell.2020.04.044,Not Neotoma,0000-0002-2700-4605
10.1186/s12915-020-00778-4,Not Neotoma,0000-0002-2700-4605
